Código Institución,Nombre Institución,Número Identificación Tributaria - NIT,Principal/Seccional,Naturaleza Jurídica,Sector,Carácter Académico,Cod Departamento,Departamento Domicilio,Cod Municipio,Municipio Domicilio,Dirección Domicilio,Teléfono Domicilio,Norma de Creación,Fecha Norma de Creación,¿Acreditada Alta Calidad?,Fecha Acreditación,Resolución de la acreditación,Vigencia de la acreditación,Estado,Fecha Actualizacion,Página Web
3706,FUNDACION CENTRO COLOMBIANO DE ESTUDIOS PROFESIONALES -F.C.E.C.E.P.,NO INFORMA,Principal,Fundación,Privado,Institución Tecnológica,Valle del Cauca,Valle del Cauca,,Cali,Calle 9B  29A-67 Champag?at,6842424,Resolución 11967 MINISTERIO DE EDUCACION NACIONAL.,21/08/1984,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.cecep.edu.co
3710,FUNDACION UNIVERSITARIA ANTONIO DE AREVALO - UNITECNAR,890.481.264,Principal,Fundación,Privado,Institución Universitaria/Escuela Tecnológica,Bolívar,Bolívar,,Cartagena de Indias,Calle del Cuartel 36-54,6600671,Resolución 322 MINISTERIO DE EDUCACION NACIONAL.,23/01/1985,SI,10/12/2019,13660,4,Activa en la Fecha de Actualizacion,9/09/2021,www.tecnar.edu.co
3712,FUNDACION CENTRO DE INVESTIGACION DOCENCIA Y CONSULTORIA ADMINISTRATIVA-F-CIDCA-,86.040.457,Principal,Fundación,Privado,Institución Tecnológica,Bogotá D.C.,Bogotá D.C.,,Bogotá D.C.,Calle 61  11-09  sede Carrera 18  38-19,3472927,Resolución 4124 MINISTERIO DE EDUCACION NACIONAL,24/04/1984,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.cidca.edu.co.
3713,FUNDACION UNIVERSITARIA PARA EL DESARROLLO HUMANO - UNINPAHU,860.504.360,Principal,Fundación,Privado,Institución Universitaria/Escuela Tecnológica,Bogotá D.C.,Bogotá D.C.,,Bogotá D.C.,Avenida 39  15-58,3323500,Resolución 16971 MINISTERIO DE EDUCACION NACIONAL,9/10/1981,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.inpahu.edu.co
3715,FUNDACION TECNOLOGICA AUTONOMA DEL PACIFICO,800.147.711-2,Principal,Fundación,Privado,Institución Tecnológica,Valle del Cauca,Valle del Cauca,,Cali,Avenida 3 Norte 44-100 Barrio La Merced,6656575,Resolución 10436 MINISTERIO DE EDUCACION NACIONAL.,10/04/1991,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.tecnologicadelpacifico.edu.co
3716,TECNOLOGICA FITEC,800.189.702-6,Principal,Fundación,Privado,Institución Tecnológica,Santander,Santander,,Bucaramanga,Calle 58 32-16 Barrio Conucos,6431301,Resolución 5 MINISTERIO DE EDUCACION NACIONAL.,3/01/1992,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.fitec.edu.co
3718,FUNDACION DE ESTUDIOS SUPERIORES COMFANORTE -F.E.S.C.-,800.235.151-5,Principal,Fundación,Privado,Institución Tecnológica,Norte de Santander,Norte de Santander,,San José de Cúcuta,Avenida 5#15-27 CENTRO,5829292,Resolución 4172 MINISTERIO DE EDUCACION NACIONAL.,25/08/1993,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.fesc.edu.co
3719,INSTITUCION UNIVERSITARIA LATINA - UNILATINA,860516428-4,Principal,Fundación,Privado,Institución Universitaria/Escuela Tecnológica,Bogotá D.C.,Bogotá D.C.,,Bogotá D.C.,Calle 46 No. 3-05,5737488,Resolución 8530 MINISTERIO DE EDUCACION NACIONAL.,6/06/1983,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.unilatina.edu.co
3720,FUNDACION UNIVERSITARIA ESUMER,890981796-1,Principal,Fundación,Privado,Institución Universitaria/Escuela Tecnológica,Antioquia,Antioquia,,Medellín,Calle 76  80-126 Carretera al Mar,2646011,Resolución 2389 MINISTERIO DE EDUCACION NACIONAL,12/05/1975,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.esumer.edu.co
3724,FUNDACION TECNOLOGICA DE MADRID,832.005.942-4,Principal,Fundación,Privado,Institución Tecnológica,Cundinamarca,Cundinamarca,,Madrid,Sede Administrativa:  Carrera 17 36-32 Bogotá,7027455,Resolución 1833 MINISTERIO DE EDUCACION NACIONAL.,21/08/2001,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.ftm.edu.co
3725,FUNDACION TECNOLOGICA ALBERTO MERANI,900019885-1,Principal,Fundación,Privado,Institución Tecnológica,Bogotá D.C.,Bogotá D.C.,,Bogotá D.C.,Carrera 10 No.23-32,7426477,Resolución 1327 MINISTERIO DE EDUCACION NACIONAL,20/04/2005,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.tecnologicafusfa.edu.co
3801,CORPORACION DE ESTUDIOS TECNOLOGICOS DEL NORTE DEL VALLE,891.401.313-4,Principal,Corporación,Privado,Institución Tecnológica,Valle del Cauca,Valle del Cauca,,Cartago,Calle 10  3-95,2111804,Resolución 3712 GOBIERNO DEPARTAMENTAL DEL VALLE,21/09/1971,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.cotecnova.edu.co
3802,CENTRO EDUCACIONAL DE COMPUTOS Y SISTEMAS-CEDESISTEMAS-,No Informa,Principal,Corporación,Privado,Institución Tecnológica,Antioquia,Antioquia,,Medellín,Cra 43 No. 54-44,2168222,Resolución 12571 MINISTERIO DE EDUCACION NACIONAL.,20/12/1976,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.cedesistemas.edu.co
3803,CORPORACION UNIVERSITARIA CENTRO SUPERIOR - UNICUCES,NO INFORMA,Principal,Corporación,Privado,Institución Universitaria/Escuela Tecnológica,Valle del Cauca,Valle del Cauca,,Cali,Calle 14 Norte  8N -35 Barrio Granada,6671111,Resolución 7464 MINISTERIO DE EDUCACION NACIONAL.,12/06/1978,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,wwww.cecs.edu.co
3806,CORPORACION ESCUELA SUPERIOR DE ADMINISTRACION Y ESTUDIOS TECNOLOGICOS- EAE,890309555-3,Principal,Corporación,Privado,Institución Tecnológica,Valle del Cauca,Valle del Cauca,,Cali,Avenida 6N No. 23DN-16 Barrio Versalles,6679911,Resolución 4158 MINISTERIO DE EDUCACION NACIONAL.,9/07/1975,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.eae.edu.co
3807,ESCUELA DE TECNOLOGIAS DE ANTIOQUIA -ETA-,890.981.721-1,Principal,Corporación,Privado,Institución Tecnológica,Antioquia,Antioquia,,Medellín,Carrera 80B No. 32EE-61,4445016,Resolución 3745 MINISTERIO DE EDUCACION NACIONAL.,25/06/1975,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.etdea.edu.co
3808,CORPORACION TECNOLOGICA DE BOGOTA - CTB,860.404.351-5,Principal,Corporación,Privado,Institución Tecnológica,Bogotá D.C.,Bogotá D.C.,,Bogotá D.C.,Carrera 21 53D-35,3483061,Resolución 6271 MINISTERIO DE EDUCACION NACIONAL.,10/05/1983,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.ctb.edu.co
3809,INSTITUTO SUPERIOR DE CIENCIAS SOCIALES Y ECONOMICO FAMILIARES-ICSEF-,860.032.286-7,Principal,Corporación,Privado,Institución Tecnológica,Bogotá D.C.,Bogotá D.C.,,Bogotá D.C.,Diagonal 182 No. 20-17 Interior 6 Of. 521,6167243,Resolución 1667 MINISTERIO DE JUSTICIA,15/06/1971,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.icsef.edu.co
3810,CORPORACION EDUCATIVA -ITAE-,890.203.706-2,Principal,Corporación,Privado,Institución Tecnológica,Santander,Santander,,Bucaramanga,Calle de los Estudiantes  10-20 Ciudadela,6445323,Resolución 41 GOBIERNO DEPARTAMENTAL DE SANTANDER.,8/03/1972,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.itae.edu.co
3811,CORPORACION DE EDUCACION DEL NORTE DEL TOLIMA - COREDUCACION,890.704.562-9,Principal,Corporación,Privado,Institución Tecnológica,Tolima,Tolima,,Honda,Calle 10 #29-93/33 Barrio El Reposo,2513266,Resolución 9702 MINISTERIO DE EDUCACION NACIONAL,8/07/1981,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.coreducacion.edu.co
3812,INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS,890.985.856-3,Principal,Corporación,Privado,Institución Universitaria/Escuela Tecnológica,Antioquia,Antioquia,,Bello,Calle 48  50-30,4500040,Resolución 5060 MINISTERIO DE EDUCACION NACIONAL,20/05/1986,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.pmfs.edu.co
3817,CORPORACION UNIVERSITARIA AUTONOMA DE NARIÑO -AUNAR-,NO INFORMA,Principal,Corporación,Privado,Institución Universitaria/Escuela Tecnológica,Nariño,Nariño,,Pasto,Calle 19  27-80,232452,Resolución 1054 MINISTERIO DE EDUCACION NACIONAL,1/02/1983,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.aunar.edu.co
3819,CORPORACION TECNOLOGICA INDUSTRIAL COLOMBIANA - TEINCO,800.003.963-5,Principal,Corporación,Privado,Institución Tecnológica,Bogotá D.C.,Bogotá D.C.,,Bogotá D.C.,Calle 42  16-86,4856565,Resolución 1048 MINISTERIO DE EDUCACION NACIONAL,16/02/1987,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.teinco.edu.co
3820,CORPORACION ACADEMIA TECNOLOGICA DE COLOMBIA -ATEC-,NO INFORMA,Principal,Corporación,Privado,Institución Tecnológica,Antioquia,Antioquia,,Medellín,Carrera 42  47-82 Centro,2171005,Resolución 13298 MINISTERIO DE EDUCACION NACIONAL,24/10/1986,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.atec.edu.co
3821,CORPORACION POLITECNICO DE LA COSTA ATLANTICA,800.036.652-1,Principal,Corporación,Privado,Institución Tecnológica,Atlántico,Atlántico,,Barranquilla,Cra. 38 No. 79A-167 Claustro de Santa Bernardita,3361800,Resolución 5814 MINISTERIO DE EDUCACION NACIONAL,24/05/1988,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.pca.edu.co
3822,POLITECNICO ICAFT,800.029.090-1,Principal,Corporación,Privado,Institución Tecnológica,Bogotá D.C.,Bogotá D.C.,,Bogotá D.C.,Calle 39 No.14-62,3239750,Resolución 1643 MINISTERIO DE EDUCACION NACIONAL.,2/03/1988,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.icaft.edu.co
3824,ESCUELA SUPERIOR DE CIENCIAS EMPRESARIALES - ECIEM,800.113.262-0,Principal,Corporación,Privado,Institución Tecnológica,Bogotá D.C.,Bogotá D.C.,,Bogotá D.C.,Calle 24 27 A-62,7434541,Resolución 9121 MINISTERIO DE EDUCACION NACIONAL.,11/07/1990,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.eciem.edu.co
3826,CORPORACION INTERNACIONAL PARA EL DESARROLLO EDUCATIVO -CIDE-,860.053.914-4,Principal,Corporación,Privado,Institución Tecnológica,Bogotá D.C.,Bogotá D.C.,,Bogotá D.C.,Calle 41  27A-56 La Soledad,3689618,Resolución 1567 MINISTERIO DE JUSTICIA,25/03/1977,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.cide.edu.co
3827,POLITECNICO SANTAFE DE BOGOTA,860070298-7,Principal,Corporación,Privado,Institución Tecnológica,Bogotá D.C.,Bogotá D.C.,,Bogotá D.C.,Transversal 18 A Bis N¿ 37 - 11,3209056263,Resolución 9097 MINISTERIO DE EDUCACION NACIONAL,4/06/1979,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.psb.edu.co
3828,CORPORACIÓN TECNOLÓGICA DE EDUCACIÓN SUPERIOR SAPIENZA -CTE-,805.001.162-1,Principal,Corporación,Privado,Institución Tecnológica,Bogotá D.C.,Bogotá D.C.,,Bogotá D.C.,Carrera 5 No. 23-16,7564030,Resolución 5050 MINISTERIO DE EDUCACION NACIONAL.,22/09/1993,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.tecnologica.edu.co
3829,CORPORACIÓN JOHN F. KENNEDY,800210541-6,Principal,Corporación,Privado,Institución Tecnológica,Bogotá D.C.,Bogotá D.C.,,Bogotá D.C.,Cll 46 #13-43,2451333,Resolución 5460 MINISTERIO DE EDUCACION NACIONAL,1/10/1993,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.jfk.edu.co
3830,CORPORACION UNIVERSAL DE INVESTIGACION Y TECNOLOGIA -CORUNIVERSITEC-,860.514.382-5,Principal,Corporación,Privado,Institución Tecnológica,Bogotá D.C.,Bogotá D.C.,,Bogotá D.C.,Calle 34  15-36,5780330,Resolución 2286 MINISTERIO DE EDUCACION NACIONAL,21/02/1983,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.coruniversitec.edu.co
3831,CORPORACION UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,817.004.535,Principal,Corporación,Privado,Institución Universitaria/Escuela Tecnológica,Cauca,Cauca,,Popayán,Calle 4   No. 8 - 30,8220517,Resolución 597 MINISTERIO DE EDUCACION NACIONAL,2/04/2001,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.unicomfacauca.edu.co
3834,CORPORACION TECNOLOGICA CATOLICA DE OCCIDENTE - TECOC -,811.039.347-1,Principal,Corporación,Privado,Institución Tecnológica,Antioquia,Antioquia,,Santa Fé de Antioquia,Calle 20  5-07  Llano de Bolivar,8533489,Resolución 44 MINISTERIO DE EDUCACION NACIONAL.,17/01/2002,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,No disponible
3901,ESCUELA DE FORMACION DE INFANTERIA DE MARINA,800141688,Principal,Nacional,Oficial,Institución Tecnológica,Sucre,Sucre,,Coveñas,Carretera Troncal vía Lorica Coveñas - Sucre,2880265,No informa SIN DATO SIN DATO,28/01/3916,SI,17/07/2020,13174,4,Activa en la Fecha de Actualizacion,9/09/2021,www.armada.mil.co
3902,ESCUELA  MILITAR DE SUBOFICIALES SARGENTO INOCENCIO CHINCA,808000211,Principal,Nacional,Oficial,Institución Tecnológica,Cundinamarca,Cundinamarca,,Nilo,Fuerte Militar de Tolemaida,8383002,No informa SIN DATO SIN DATO,28/01/3916,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.emsub.edu.co
4101,INSTITUTO DE EDUCACION TECNICA PROFESIONAL DE ROLDANILLO,891.902.811-0,Principal,Departamental,Oficial,Institución Técnica Profesional,Valle del Cauca,Valle del Cauca,,Roldanillo,Carrera 7 10-20 Roldanillo,2298586,Decreto 1093 Gobierno Nacional.,17/05/1979,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.intep.edu.co
4102,INSTITUTO NACIONAL DE FORMACION TECNICA PROFESIONAL DE SAN JUAN DEL CESAR,860.402.193-9,Principal,Nacional,Oficial,Institución Técnica Profesional,La Guajira,La Guajira,,San Juan del Cesar,Carrera 13 7A-61 Barrio 20 de Julio,7740098,Decreto 1098 Gobierno Nacional.,17/03/1979,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,No disponible
4106,INSTITUTO NACIONAL DE FORMACION TECNICA PROFESIONAL DE SAN ANDRES,892.400.461.5,Principal,Nacional,Oficial,Institución Técnica Profesional,Archipiélago de San Andrés Providencia y Santa Catalina,Archipiélago de San Andrés Providencia y Santa Catalina,,San Andrés,Barrio Sarie Bay con Av. Colombia,5125916,Decreto 176 Gobierno Nacional,29/01/1980,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.infotepsai.edu.co
4107,INSTITUTO TECNICO AGRICOLA ITA,800.124.023-4,Principal,Municipal,Oficial,Institución Técnica Profesional,Valle del Cauca,Valle del Cauca,,Guadalajara de Buga,Carrera 13   Calle 26C,2360673,Decreto 603 Gobierno Nacional.,14/03/1966,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.ita.edu.co
4108,ESCUELA TECNOLOGICA INSTITUTO TECNICO CENTRAL,860.523.694-6,Principal,Nacional,Oficial,Institución Universitaria/Escuela Tecnológica,Bogotá D.C.,Bogotá D.C.,,Bogotá D.C.,Calle 13 No.16-74,3443000,Decreto 146 Gobierno Nacional,9/02/1905,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.itc.edu.co
4109,INSTITUTO TECNICO NACIONAL DE COMERCIO SIMON RODRIGUEZ - INTENALCO,800.248.004-7,Principal,Nacional,Oficial,Institución Técnica Profesional,Valle del Cauca,Valle del Cauca,,Cali,Avenida 4 Norte # 34AN-18 Barrio Prados de¿ Norte Comuna No 02,6553333,Resolución 20500 Ministerio de Educacion Nacional.,16/11/1979,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.intenalco.edu.co
4110,INSTITUTO TOLIMENSE DE FORMACION TECNICA PROFESIONAL,800.173.719-0,Principal,Nacional,Oficial,Institución Técnica Profesional,Tolima,Tolima,,Espinal,Calle 18 Carrera 1ª Barrio Arkabal,2483501,Decreto 3462 Gobierno Nacional.,24/12/1980,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.itfip.edu.co
4111,INSTITUTO NACIONAL DE FORMACION TECNICA PROFESIONAL - HUMBERTO VELASQUEZ GARCIA,891.701.932-0,Principal,Departamental,Oficial,Institución Técnica Profesional,Magdalena,Magdalena,,Ciénaga,Calle 10 12-22 Plaza del Centenario,4240800,Decreto 3506 Gobierno Nacional.,10/12/1981,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.infotephvg.edu.co
4112,COLEGIO INTEGRADO NACIONAL ORIENTE DE CALDAS - IES CINOC,890.802.678-4,Principal,Departamental,Oficial,Institución Técnica Profesional,Caldas,Caldas,,Pensilvania,Carrera 5 # 6-30,8555118,Decreto 37 Gobierno Nacional,8/01/1985,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.iescinoc.edu.co
4301,UNIDAD TECNICA PROFESIONAL DE SEVILLA-UNITEPS-,NO INFORMA,Principal,Municipal,Oficial,Institución Técnica Profesional,Valle del Cauca,Valle del Cauca,,Sevilla,Calle 51 No. 48 - 31,2198444,Acuerdo 11 Concejo Municipal,5/12/1980,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,uniteps@col2.telecom.com.co
4701,FUNDACION ACADEMIA DE DIBUJO PROFESIONAL,NO INFORMA,Principal,Fundación,Privado,Institución Técnica Profesional,Valle del Cauca,Valle del Cauca,,Cali,Calle 27 Norte No. 6BN-50,6874100,Resolución 18638 MINISTERIO DE EDUCACION NACIONAL.,19/11/1984,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.fadp.edu.co
4702,FUNDACION DE EDUCACION SUPERIOR SAN JOSE -FESSANJOSE-,860.524.219-5,Principal,Fundación,Privado,Institución Tecnológica,Bogotá D.C.,Bogotá D.C.,,Bogotá D.C.,Calle  67   14A-29,3470000,Resolución 14878 MINISTERIO DE EDUCACION NACIONAL.,5/10/1984,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,No disponible
4704,FUNDACION PARA LA EDUCACION SUPERIOR REAL DE COLOMBIA,860.533.613-2,Principal,Fundación,Privado,Institución Técnica Profesional,Bogotá D.C.,Bogotá D.C.,,Bogotá D.C.,Carrera 48  No.91-16,6369260,Resolución 21994 MINISTERIO DE EDUCACION NACIONAL.,20/12/1985,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,No disponible
4705,FUNDACION CENTRO DE EDUCACION SUPERIORINVESTIGACION Y PROFESIONALIZACION -CEDINPRO-,860.512.509-4,Principal,Fundación,Privado,Institución Técnica Profesional,Bogotá D.C.,Bogotá D.C.,,Bogotá D.C.,Sede Adtiva: Carrera 46 No.93-40 La Castellana,2483613,Resolución 1000 MINISTERIO DE EDUCACION NACIONAL.,1/02/1983,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.cedinpro.edu.co
4708,FUNDACION ESCUELA COLOMBIANA DE HOTELERIA Y TURISMO-ECOTET-,860.350.003-3,Principal,Fundación,Privado,Institución Técnica Profesional,Bogotá D.C.,Bogotá D.C.,,Bogotá D.C.,Ava. 13 (Autopista Norte)  106-63,6184710,Resolución 2285 MINISTERIO DE EDUCACION NACIONAL.,21/02/1983,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.ecotet.com
4709,INSTITUCION UNIVERSITARIA EAM,890002590-2,Principal,Fundación,Privado,Institución Universitaria/Escuela Tecnológica,Quindío,Quindío,,Armenia,Carrera 14  3-11 Av. Bolivar,451101,Resolución OJ032 GOBIERNO DEPARTAMENTAL DEL QUINDIO.,31/07/1973,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.eam.edu.co
4710,FUNDACIÓN POLITÉCNICO MINUTO DE DIOS - TEC MD,800026729-5,Principal,Fundación,Privado,Institución Técnica Profesional,Bogotá D.C.,Bogotá D.C.,,Bogotá D.C.,Carrera 18 A No.137-80 Piso 5,2594087,Resolución 9168 MINISTERIO DE EDUCACION NACIONAL.,6/08/1987,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,politecnicoindoamericano.edu.co
4714,FUNDACION INTERAMERICANA TECNICA-FIT-,860.055.057,Principal,Fundación,Privado,Institución Técnica Profesional,Bogotá D.C.,Bogotá D.C.,,Bogotá D.C.,Calle 36  15-63,7040760,Resolución 954 MINISTERIO DE JUSTICIA.,28/01/3916,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.fit.edu.co
4719,FUNDACION DE EDUCACION SUPERIOR NUEVA AMERICA,860.072.063.2,Principal,Fundación,Privado,Institución Técnica Profesional,Bogotá D.C.,Bogotá D.C.,,Bogotá D.C.,Diagonal 47 Sur No.53-46 Barrio Venecia,7111063,Resolución 17084 MINISTERIO DE EDUCACION NACIONAL.,13/11/1978,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.nuevaamerica.edu.co
4721,FUNDACION UNIVERSITARIA HORIZONTE,860.516.580-6,Principal,Fundación,Privado,Institución Universitaria/Escuela Tecnológica,Bogotá D.C.,Bogotá D.C.,,Bogotá D.C.,Calle 69 No. 14-30,7437270,Resolución 11106 MINISTERIO DE EDUCACION NACIONAL,13/07/1983,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.insutec.edu.co
4726,FUNDACION UNIVERSITARIA SAN MATEO - SAN MATEO EDUCACION SUPERIOR,800.040.295-9,Principal,Fundación,Privado,Institución Universitaria/Escuela Tecnológica,Bogotá D.C.,Bogotá D.C.,,Bogotá D.C.,Transversal 17 25-25,3309999,Resolución 14135 MINISTERIO DE EDUCACION NACIONAL.,16/10/1987,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.fus.edu.co
4727,POLITECNICO INTERNACIONAL INSTITUCION DE EDUCACION SUPERIOR,900002845-0,Principal,Fundación,Privado,Institución Tecnológica,Bogotá D.C.,Bogotá D.C.,,Bogotá D.C.,Calle 73 No. 10-45,4005700,Resolución 4135 MINISTERIO DE EDUCACION NACIONAL.,11/11/2004,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.politecnicointernacional.edu.co
4801,CORPORACION ACADEMIA SUPERIOR DE ARTES,890984813-2,Principal,Corporación,Privado,Institución Tecnológica,Antioquia,Antioquia,,Medellín,Calle 43 78-40,4112811,Resolución 11105 MINISTERIO DE EDUCACION NACIONAL.,13/07/1983,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.corpoasa.edu.co
4803,CORPORACION POLITECNICO COLOMBO ANDINO,860.508.517-8,Principal,Corporación,Privado,Institución Técnica Profesional,Bogotá D.C.,Bogotá D.C.,,Bogotá D.C.,Calle 56 14-67,5556969,Resolución 2026 MINISTERIO DE EDUCACION NACIONAL.,2/03/1982,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.polcolan.edu.co
4805,CORPORACION TECNICA DE COLOMBIA -CORPOTEC-,860.516.740-8,Principal,Corporación,Privado,Institución Técnica Profesional,Bogotá D.C.,Bogotá D.C.,,Bogotá D.C.,Av. Ciudad de Cali 69A - 47,3173707085,Resolución 4023 Ministerio de Educaci¿n Nacional,25/03/1983,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.corpotec.edu.co
4806,CORPORACION CENTRO DE ESTUDIOS ARTISTICOS Y TECNICOS-CEART-,860.036.444-2,Principal,Corporación,Privado,Institución Técnica Profesional,Bogotá D.C.,Bogotá D.C.,,Bogotá D.C.,Calle 42 No.13-26,3405125,No informa 1727 MINISTERIO DE JUSTICIA,22/04/1974,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.ce-art.edu.co
4808,CORPORACION REGIONAL DE EDUCACION SUPERIOR-CRES-DE CALI,890.328.023-8,Principal,Corporación,Privado,Institución Técnica Profesional,Valle del Cauca,Valle del Cauca,,Cali,Calle 6 No. 30ª -23 Av. Roosevel Barrio El Cedro,6826182,Resolución 1998 MINISTERIO DE EDUCACION NACIONAL,14/02/1983,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.corpocres.edu.co
4810,CORPORACION UNIVERSITARIA CENDA,860504984-6,Principal,Corporación,Privado,Institución Universitaria/Escuela Tecnológica,Bogotá D.C.,Bogotá D.C.,,Bogotá D.C.,Av. Caracas 35-18,2329084,Resolución 11109 MINISTERIO DE EDUCACION NACIONAL.,13/07/1983,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,No disponible
4811,CORPORACION DE ESTUDIOS SUPERIORES SALAMANDRA,890.324.361,Principal,Corporación,Privado,Institución Técnica Profesional,Valle del Cauca,Valle del Cauca,,Cali,Calle 17 A 121-399 Casa 75 A  Pance,5552133,Resolución 11104 MINISTERIO DE EDUCACION NACIONAL,13/07/1983,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.cenda-cali.edu.co
4812,CORPORACION DE EDUCACION SUPERIOR SURAMERICA,860.519.585-6,Principal,Corporación,Privado,Institución Técnica Profesional,Bogotá D.C.,Bogotá D.C.,,Bogotá D.C.,CaLLE 136 Bis No. 103D-10,7443316,Resolución 1311 MINISTERIO DE EDUCACION NACIONAL,29/02/1984,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.lasmercedes.edu.co
4813,CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-,860401734-9,Principal,Corporación,Privado,Institución Técnica Profesional,Bogotá D.C.,Bogotá D.C.,,Bogotá D.C.,Carrera 5  12-64  La Candelaria,3813222,Resolución 1379 MINISTERIO DE EDUCACION NACIONAL,3/02/1983,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.cun.edu.co
4817,CORPORACION EDUCATIVA DEL LITORAL,890.104.481-6,Principal,Corporación,Privado,Institución Técnica Profesional,Atlántico,Atlántico,,Barranquilla,CL79 # 42F-110,3207450,Resolución 713 GOBERNACION DEL ATLANTICO.,19/06/1972,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.corpoedulitoral.edu.co
