,cod_sed,secretaria,codigo_institucion,nombre_institucion,licencia,nit,cod_dpto,departamento,cod_mpio,municipio,localidad,barrio,direccion,telefono,correo_electronico,pagina_web,naturaleza,nombre_representante,certificado_calidad,numero_certificacion,norma,entidad_emisora,estado_certificacion,fecha_otorgamiento,longitud,latitud,año_corte,mes_corte
3660,3758,SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL DE ANTIOQUIA,8310,"INSTITUTO DE EDUCACIÓN COMFENALCO ""CONSUELO MONTOYA GIL"" TARSO",201500307745-2,890900842-6,5,ANTIOQUIA,5792,TARSO,,,PARQUE EDUCATIVO BALCONES DEL SABER,3104204694,FARID.FIGUEROA@COMFENALCOANTIOQUIA.COM,WWW.COMFENALCOANTIOQUIA.COM,PRIVADA,HERNAN DARIO SALDARRIAGA JIMENEZ,NO,,,,,,,,2020,11
3661,3818,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE CALI,5202,CENTRO DE ESTUDIOS AVANZADOS EL TAO DE LA SALUD BELLEZA Y ESTÉTICA  LTDA,9386,900.218.349-9,76,VALLE DEL CAUCA,76001,CALI,,TEQUENDAMA,Carrera 40 No. 5 A - 85,5547095,Maribel.parrado@hotmail.com,,PRIVADA,MARIBELPARRADO  BAUTISTA,NO,,,,,,,,2020,11
3662,3781,SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CÓRDOBA,7684,"INSTITUTO DEL SUR DE CORDOBA ""INDESCOR""",559,900133971-2,23,CÓRDOBA,23580,PUERTO LIBERTADOR,,,Carrera 7 Calle 3 No. 11-32,3122735411,indescor@gmail.com,,PRIVADA,FRANCISCO MIGUELSIERRA SOTO,NO,,,,,,,,2020,11
3663,3766,SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ,8766,INSTITUTO DE CULTURA BRASIL COLOMBIA IBRACO,01-150,830015104-4,11,BOGOTÁ D.C.,11001,BOGOTÁ,USAQUEN,,CALLE 104 No. 15-31,7430684,administrativo@ibraco.org.co,,PRIVADA,MARGARITA DURAN ARIZA,NO,,,,,,,,2020,11
3664,3735,SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CUNDINAMARCA,7197,INSTITUTO INTERANDINO DE CAPACITACION,000253,8320016596,25,CUNDINAMARCA,25843,VILLA DE SAN DIEGO DE UBATE,,CENTRO,CALLE 10 N  8-81,3104209289,interandino@gmail.com,,PRIVADA,VILMA CECILIAMURCIA CARRILLO,NO,,,,,,,,2020,11
3665,3816,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE IBAGUÉ,5695,CENTRO DE IDIOMAS DE LA UNIVERSIDAD DE IBAGUE,71-02205,890704382-1,73,TOLIMA,73001,IBAGUÉ,,AMBALA,CARRERA 22 CALLE 67,2709448,centrodeidiomas@unibague.edu.co,unibague.edu.co,PRIVADA,DIEGO FERNANDOPEREZ RODRIGUEZ,SI,CO18.00376,NTC 5555,BUREAU VERITAS,PRIMERA VEZ,02/05/2018 12:00:00 AM,,,2020,11
3666,3766,SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ,6482,INSTITUTO INCADE,07-0640,900072038-2,11,BOGOTÁ D.C.,11001,BOGOTÁ,BOSA,TERREROS,CRA 77 I No. 65 B - 90,7805040,rectoria@colegioincade.edu.co,www.colegioincade.edu.co,PRIVADA,OBDULIOCHAPARRO RUSINQUE,NO,,,,,,,,2020,11
3667,3797,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE VILLAVICENCIO,7941,LICEO TÈNICO LOS ANDES,3369,35262104-9,50,META,50001,VILLAVICENCIO,,LA GRAMA,TRANSVERSAL 29 No.41-117,6643650,institutolosandes@hotmail.com,,PRIVADA,CAROLINAPRIETO TORRES,NO,,,,,,,,2020,11
3668,4910,SECRETARÍA DE EDUCACIÓN DISTRITO CARTAGENA,7632,FUNDACION TECNICA AMERICANA DE BOLIVAR -FUNTAB-,0576,900147087,13,BOLÍVAR,13001,CARTAGENA,,AMBERES,CLLE 30 No. 39-80,6742950,funtab07@yahoo.es,,PRIVADA,LINA ESTHERLICONA MARIMON,NO,,,,,,,,2020,11
3669,3797,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE VILLAVICENCIO,8968,UNILLANOS SEDE EDIFICIO MARSELLA,808,892000757-3,50,META,50001,VILLAVICENCIO,,,CARRERA 30 No.41A-108,6616900,institutodeidiomas@unillanos.edu.co,,PRIVADA,FERNANDOCAMPOS,NO,,,,,,,,2020,11
3670,3799,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE PASTO,4965,INESUR,3128,13072538-6,52,NARIÑO,52001,PASTO,,Centro,Calle 17 No. 26-66,7367447,inesursecretaria@hotmail.es,,PRIVADA,John HarveyBenavides Mora,SI,20.060-2,NTC 5555,CELAC,RENOVADA,04/12/2017 12:00:00 AM,,,2020,11
3671,3766,SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ,190,LUZ NANCY ESCUELA DE BELLEZA   ANTES ESCUELA PROFESIONAL DE BELLEZA,06-0045,21189618-1,11,BOGOTÁ D.C.,11001,BOGOTÁ,TUNJUELITO,VENECIA,CARRERA 53 No. 46 A - 25 SUR PISO 2,7109020,luznancy_@hotmail.com,,PRIVADA,MARIA BEATRIZRUBIANO HOLGUIN,NO,,,,,,,,2020,11
3672,3790,SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL HUILA,3853,INSTITUTO BIBLICO CUADRANGULAR DISTRITO ANDINO,2150,900192109-1,41,HUILA,41132,CAMPOALEGRE,,ALFONSO LOPEZ,CARRERA 11 NO 28-14,3133912099,sembrandovida-hd@hotmail.com,,PRIVADA,MARIA MARGARITA ESCOBAR RODRIGUEZ,NO,,,,,,,,2020,11
3673,7740,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE SABANETA,5919,ESCUELA DE FORMACION ARTISTICA ALBORADA,325,32535047-9,5,ANTIOQUIA,5631,SABANETA,,PARQUE PRINCIPAL,CARRERA 46 B NRO. 75 SUR 90,2883399,alborada@escuelaalborada.com,www.escuelaalborada.com,PRIVADA,ALBA INESMEJIA GOMEZ,NO,,,,,,,,2020,11
3674,3759,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE MEDELLÍN,4985,CENTRO DE FORMACIÓN TRABAJO CONTEMPORÁNEO,15640,8001591004,5,ANTIOQUIA,5001,MEDELLÍN,MEDELLIN,,CALLE 52 N° 47-42 PISO 8 OFICINA 801,2514747,juan.tous@manpower.com.co,,PRIVADA,MARÍA ROSALBAMONTOYA PEREIRA,NO,,,,,,,,2020,11
3675,3784,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE SAHAGÚN,9584,Corporación de la Sabana  CORPOSABANA,1316,900881704-0,23,CÓRDOBA,23660,SAHAGÚN,,Centro,calle 13 No 13- 40,7588333,mariootero1979@hotmail.com,,PRIVADA,Andrea Irinuzka Peinado Otero,NO,,,,,,,,2020,11
3676,3816,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE IBAGUÉ,4048,IDIOMAS EUROPEOS,81817,809009523-6,73,TOLIMA,73001,IBAGUÉ,,MIRAMAR,CRA 28 SUR N 20-124,2609930,idiomaseuropeos@hotmail.com,www.idiomaseuropeos.edu.co,MIXTA,ALBERTOZOLI,SI,CO20.00492,NTC 5555,BUREAU VERITAS,RENOVADA,01/17/2020 12:00:00 AM,,,2020,11
3677,3814,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE SINCELEJO,890,CENTRO DE EDUCACION COMPUTARIZADO DE LA COSTA CECOM,3061,8060048900,70,SUCRE,70001,SINCELEJO,,CENTRO,CARRERA 18 No 20- 10,3045524748,cecom@hotmail.com,,PRIVADA,DEICY ISABELSIERRA SALAZAR,NO,,,,,,,,2020,11
3678,3766,SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ,1304,INSTITUTO DE CAPACITACION PARA EL TRABAJO ICT,2532,800238086-8,11,BOGOTÁ D.C.,11001,BOGOTÁ,TEUSAQUILLO,SAN LUIS,CALLE 63 NO° 22 - 39,3129733,ict.educacion@gmail.com,www.ict.edu.co,PRIVADA,CONSTANZACASTILLO DE ARREGOCES,NO,,,,,,,,2020,11
3679,3759,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE MEDELLÍN,7339,ACADEMIA BE ACADEMY BY MARIANA TOBÓN,04671,9004149693,5,ANTIOQUIA,5001,MEDELLÍN,MEDELLIN,,CARRERA 25A N° 1A Sur 45 LOCAL 2194B,444 03 31,mtobon@beacademy.com.co,,PRIVADA,MARIANA TOBON VILLA,NO,,,,,,,,2020,11
3680,4436,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE PITALITO,8755,STAMFORD LANGUAGE INSTITUTE,1363,24316006-9,41,HUILA,41551,PITALITO,,Trinidad,Calle 3 N° 4 - 55,3214252176,maritoariza@yahoo.es,,PRIVADA,Maria Antonia Ariza Mateus,NO,,,,,,,,2020,11
3681,3778,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE POPAYÁN,6923,INSTITUTO  TECNICO LABORAL ARTISTICO  MUSICAL- ITAM,20121700071354,25282378-9,19,CAUCA,19001,POPAYÁN,,EL RECUERDO,CARRERA   9 N  No 13N-80,8231412,angiet0326@gmail.com,www.institutodemusicaitam.com,PRIVADA,JESUS  ALEXANDERMOLINA,NO,,,,,,,,2020,11
3682,3783,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE LORICA,6950,INSTITUTO FOREING LANGUAGE CENTER,00308,900710424-0,23,CÓRDOBA,23417,LORICA,,CASCAJAL,CARRERA 23 N 4- 44,7538899,direccionnacional@foreingnlanguagecenter.edu.co,,PRIVADA,CARLOS MAURICIOESTRADA CADAVID,NO,,,,,,,,2020,11
3683,3794,SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL MAGDALENA,6150,"CORPORACION EDUCATIVA TECNICA EMPRESARIAL DE LA COSTA CARIBE ""CETEC""",949,7143558-7,47,MAGDALENA,47707,SANTA ANA,,SANTANDER,KRA8 No 7-21,3016641299,corpocfetec@hotmail.com,,PRIVADA,JOSECANTILLO RUDAS,NO,,,,,,,,2020,11
3684,3766,SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ,348,ESCUELA DE MÚSICA DE LA FUNDACIÓN ORQUESTA SINFÓNICA JUVENIL DE COLOMBIA,7995,8600682561,11,BOGOTÁ D.C.,11001,BOGOTÁ,TEUSAQUILLO,QUEZADA,CRA 16 NO 49 - 52,2322171,sinfonica.juvenil@gmail.com,http://fosjc.blogspot.com.co/,PRIVADA,ERNESTODIAZ MENDOZA,NO,,,,,,,,2020,11
3685,4841,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE YOPAL,7763,ESCUELA NACIONAL DE RESCATE,0800,9002250760,85,CASANARE,85001,YOPAL,,BELLO HORIZONTE,CARRERA 22  No. 14-75,6334419,contacto@escueladerescate.com,www.escueladerescate.com,PRIVADA,DANIEL ENRIQUEALFONSO BECERRA,NO,,,,,,,,2020,11
3686,3766,SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ,1472,"FUNDACION ARTISTICA GENTIL MONTAÑA - FUNDARGEM, INSTITUCION PARA EL TRABAJO Y EL DESARROLLO HUMANO.",3910,830080477-2,11,BOGOTÁ D.C.,11001,BOGOTÁ,BARRIOS UNIDOS,LA ESPERANZA,CALLE 66A NO. 15-43,2 49 65 50,admisiones@gentilmontana.org,www.gentilmontana.org,PRIVADA,GERMAN ALFONSOCRISTANCHO PEREZ,NO,,,,,,,,2020,11
3687,3806,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE PEREIRA,9534,LINA EDUCACION,1234567,900576952,66,RISARALDA,66001,PEREIRA,,centro,Cra4 12-22,223344,luzmaryoriv@gmail.com,,PRIVADA,RAUL SUAREZ,NO,,,,,,,,2020,11
3688,3818,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE CALI,3755,INSTITUTO TECNICO DE GESTION EMPRESARIAL ITGEM SEDE PRINCIPAL,5190,900221686-5,76,VALLE DEL CAUCA,76001,CALI,,VERSALLES,CL 18N No 3N-34,3723838,itemgpp@hotmail.com,,PRIVADA,GIOVANNY PEÑA PAZ,NO,FT-CER373936,NTC 5555,ICONTEC,VENCIDA,06/12/2015 12:00:00 AM,,,2020,11
3689,3789,SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CHOCÓ,6872,INSTITUTO TÉCNICO SISTEMATIZADO (INTES),2801,82383362-2,27,CHOCO,27361,ISTMINA,,las mercedes - Istmina,Carrera 7° N° 21a - 20,3206767016,ediruiz14@yahoo.es,,PRIVADA,EDIXON JOSEMOSQUERA RUIZ,NO,,,,,,,,2020,11
3690,4910,SECRETARÍA DE EDUCACIÓN DISTRITO CARTAGENA,4957,INSTITUCION PARA EL TRABAJO Y DESARROLLO HUMANO INSTITUTO EMPRENDER,0162,8060108761,13,BOLÍVAR,13001,CARTAGENA,,ARMENIA,"BARRIO ARMENIA , CALLE REAL # 30-A-67",6741133,emprender.cartagena@hotmail.com,www.emprendercartagena.edu.co,PRIVADA,ALEXA CASTRO DURANGO,NO,,,,,,,,2020,11
3691,3818,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE CALI,7903,ACADEMIA DE ESTETICA Y PELUQUERIA COLOMBO SUIZA,6690,27257546,76,VALLE DEL CAUCA,76001,CALI,,Ciudad Modelo,Calle 36 No. 40-34,3822516,nagelkosmetikmatilde@gmail.com,www.academiacolombosuiza.com,PRIVADA,MATILDESINISTERRA TORRES,NO,,,,,,,,2020,11
3692,3809,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE BUCARAMANGA,9391,LACADEMIA FORMACION PARA EL TRABAJO Y EL DESARROLLO HUMANO,4162,901251715-2,68,SANTANDER,68001,BUCARAMANGA,,LA VICTORIA,CALLE 67 No. 24-24,6570260,director@lacademia.edu.co,www.lacademia.edu.co,OFICIAL,CLAUDIA SOFIA MARTINEZ ABAUNZA,NO,,,,,,,,2020,11
3693,3808,SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL SANTANDER,8509,"ESCUELA DE CARABINEROS PROVINCIA DE VELEZ ""MAYOR GENERAL MANUEL JOSE LOPEZ GOMEZ""",5890,804003971-7,68,SANTANDER,68861,VÉLEZ,,,"Vereda El TUN TUN, finca Villa Elvia",7564004 ext.228,esvel.araca@policia.gov.co,,OFICIAL,GLADISGOMEZ GALVIS,NO,,,,,,,,2020,11
3694,3799,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE PASTO,9514,INSTITUTO DE CAPACITACION EN EMERGENCIA DEL BENEMERITO CUERPO DE BOMBEROS VOLUNTARIOS DE PASTO,0441,891200727-7,52,NARIÑO,52001,PASTO,,AV SANTANDER,Clle. 22 No. 23-10,7244343,educacionbomberospasto@gmail.com,,PRIVADA,MAURICIO MONCAYO,NO,,,,,,,,2020,11
3695,3810,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE BARRANCABERMEJA,8896,INSTITUTO TÉCNICO COREINSA,0882,900709245-7,68,SANTANDER,68081,BARRANCABERMEJA,,Palmira,Calle 49 No.28-37,3214940273,coreinsa.educacion@gmail.com,,PRIVADA,SUSANA QUIÑONEZ ESCUDERO,NO,,,,,,,,2020,11
3696,3780,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE VALLEDUPAR,4188,CENTRO DE IDIOMAS JESSIPER,0205,93357705-5,20,CESAR,20001,VALLEDUPAR,,,CL 13 11A-25,5808242,jessiper04@hotmail.com,,PRIVADA,RAFAEL ARTUROFRAGOZO RUIZ,NO,,,,,,,,2020,11
3697,3766,SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ,9127,INSTITUTO GASTRONOMICO INTERNACIONAL - IGI,18-002,900773183-0,11,BOGOTÁ D.C.,11001,BOGOTÁ,RAFAEL URIBE URIBE,,CALLE 22 SUR No. 12H-25,2095358,inversionesmondaflet@gmail.com,,PRIVADA,MARIA VICTORIA FLEING ZAWADZKI,NO,,,,,,,,2020,11
3698,3818,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE CALI,3728,INSTITUTO NAZARETH,4772,900328224-7,76,VALLE DEL CAUCA,76001,CALI,,JUNIN,CR 24 No. 12A - 31,380 77 99,funistnazareth@hotmail.com,elenitanazareth@hotmail.com,PRIVADA,FRANCISCA CLEOFECABEZAS PRADO,NO,,,,,,,,2020,11
3699,3759,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE MEDELLÍN,8591,CORPORACIÓN DE ESTUDIO MICRO-ELECTRÓNICO,006019,9010086842,5,ANTIOQUIA,5001,MEDELLÍN,MEDELLIN,,CARRERA 42 N° 49 - 33 piso 3,2180912,estudiomicroelectronicacell@gmail.com,www.estudiomicroelectronico.com.co,PRIVADA,JENNIFERTORRES PABON,NO,,,,,,,,2020,11
3700,3801,SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL NORTE DE SANTANDER,9387,"INSTITUCIÓN DE EDUCACIÓN PARA EL TRABAJO Y EL DESARROLLO HUMANO ""IPT"" PAMPLONA",003661,900495288-2,54,NORTE DE SANTANDER,54518,PAMPLONA,,CENTRO,CARRERA 7 # 3-75,5688018,inglesparatodospamplona@hotmail.com,WWW.INGLESPARATODOS,PRIVADA,JOSE ALEXANDERDUARTE AGUDELO,NO,,,,,,,,2020,11
3701,3760,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE BELLO,5867,CENTRO DE SISTEMAS DE ANTIOQUIA - CENSA -,1155,811030714-0,5,ANTIOQUIA,5088,BELLO,,El Rosario,Calle 52 Nº 51-52,4445556,censabello@censa.edu.co,www.censa.edu.co,PRIVADA,ALBERTCORREDOR GOMEZ,SI,FT 024-1,NTC 5555,ICONTEC,RENOVADA,05/18/2011 12:00:00 AM,,,2020,11
3702,3766,SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ,5153,ESCUELA DE CAPACITACION LABORAL EMPRESARIAL SCALANDO,119,900134877-2,11,BOGOTÁ D.C.,11001,BOGOTÁ,BARRIOS UNIDOS,SAN FELIPE,CRA. 20C No. 76-08,2124033,direccionejecutiva@fundecopi.org.co,,PRIVADA,LIDA FERNANDAANDRADE VARGAS,SI,CO19.01654,NTC 5555,BUREAU VERITAS,PRIMERA VEZ,06/05/2019 12:00:00 AM,,,2020,11
3703,3830,SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL GUAVIARE,4796,CENTRO EDUCATIVO ANDINO,0700,900020203-9,95,GUAVIARE,95001,SAN JOSÉ DEL GUAVIARE,,LA  ESPERANZA,CARRERA 22 Nº 10-56,3102070990,institutoideceandino@hotmail.com,,PRIVADA,LUZ ADRIANAPESCADOR OSORIO,NO,,,,,,,,2020,11
3704,3766,SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ,9378,ESCUELA DE FORMACION BOMBERIL,09-069,89999961-9,11,BOGOTÁ D.C.,11001,BOGOTÁ,FONTIBON,MONTEVIDEO,"CALLE 20 No. 68A-06 PISO 1, 2 Y 3",3822500,pmanosalva@bomberosbogota.gov.co,http://www.bomberosbogota.gov.co,OFICIAL,JUAN CARLOS GOMEZ MELGAREJO,NO,,,,,,,,2020,11
3705,3769,SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL BOYACÁ,4236,INSTITUTO CENCOV: CAPACITACION TECNICA LABORAL,0592,41784766,15,BOYACÁ,15299,GARAGOA,,,CARRERA 9 # 11 - 73,7501280,educandocencov@hotmail.com,,PRIVADA,GRACIELA MORA ALFONSO,NO,,,,,,,,2020,11
3706,3766,SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ,7399,ESCUELA NACIONAL DE CINE,13082,900357157-5,11,BOGOTÁ D.C.,11001,BOGOTÁ,TEUSAQUILLO,MARLY,Cra. 16 No. 51A - 33,6090096,fernando.p@enacc.co,,PRIVADA,JOSÉ FERNANDO PARADA RODRÍGUEZ,NO,,,,,,,,2020,11
3707,3802,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE CÚCUTA,8450,CORPORACION DE EDUCACION DEL ORIENTE,1507,96185999-5,54,NORTE DE SANTANDER,54001,CÚCUTA,,La Cabrera,Calle 17 No 3-75,3202662771,administrativocucuta@corporiente.edu.co,,PRIVADA,JAIME LEONELPEREZ ESLAVA,NO,,,,,,,,2020,11
3708,3766,SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ,4094,CORPORACION IBEROAMERICANA DE ESTUDIOS CIES,015-026,830105118-3,11,BOGOTÁ D.C.,11001,BOGOTÁ,ANTONIO NARIÑO,SANTANDER,AVENIDA PRIMERO DE MAYO 29-41SUR,7428202,cies@cies.edu.co,WWW.CIES.EDU.CO,PRIVADA,MARIO RESTREPO RODRIGUEZ,SI,SG 2018000684 J,NTC 5555,COTECNA,RENOVADA,10/11/2018 12:00:00 AM,,,2020,11
3709,3759,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE MEDELLÍN,8604,TRAMITAR CONDUCCIÓN (ETDH),016800,9005940153,5,ANTIOQUIA,5001,MEDELLÍN,MEDELLIN,,CARRERA 78 N° 33-08,444 14 48,info@tramitarconduccion.com,,PRIVADA,BLANCA EMMAGIRALDO RAMIREZ,NO,,,,,,,,2020,11
3710,4546,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE IPIALES,8222,INSTITUTO POLITECNICO EMPRESARIAL E IDIOMAS,0885,15625-1,52,NARIÑO,52356,IPIALES,,,CALLE 15 No 7-24,3163250554,shalexajavi24@gmail.com,,PRIVADA,ALEXANDER JAVIERSANCHEZ MUÑOZ,NO,,,,,,,,2020,11
3711,3759,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE MEDELLÍN,4657,ACADEMIA GOURMET INTERNACIONAL,10962,9001996087,5,ANTIOQUIA,5001,MEDELLÍN,MEDELLIN,,CARRERA 65 N° 48C-5,2600066,dirgeneral@agi.edu.co,www.academiagourmetinternacional.com,PRIVADA,GERALDINEMONTOYA GÓMEZ,NO,,,,,,-75.582394,6.253893,2020,11
3712,3766,SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ,4024,ACADEMIA DE BELLEZA RUEDA HERNANDEZ,5646,41759076-7,11,BOGOTÁ D.C.,11001,BOGOTÁ,SUBA,TIBABUYES -II SECTOR,CARRERA 108 138-40  SEDE PRINCIPAL,6873857,academiarhernandez@hotmail.com,,PRIVADA,MARIA ZULIMAHERNANDEZ ESPINOSA,NO,,,,,,,,2020,11
3713,3818,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE CALI,9194,INSTITUTO DE LENGUAS MODERNAS - START! LANGUAGE INSTITUTE,6746,901028381-1,76,VALLE DEL CAUCA,76001,CALI,,Tequendama,Calle 5 C No. 39-51,3877410,startrectoria@gmail.com,,PRIVADA,LuceroGomez Galindez,NO,,,,,,,,2020,11
3714,3822,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE PALMIRA,9197,CENTRO DE CAPACITACIÓN LABORAL S.A.S  (CENAC),7064,901015078-8,76,VALLE DEL CAUCA,76520,PALMIRA,,CENTRAL,CARRERA 30 # 31-28 2do. Piso,2840474,cenac.centrodecapacitacion@gmail.com,,PRIVADA,FLOR AIDEEPACHON CAÑON,NO,,,,,,,,2020,11
3715,3799,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE PASTO,1461,ESTUDIAR CENTRO DE ASESORIA EN LAS AREAS BASICAS,1134,830509899,52,NARIÑO,52001,PASTO,,SAN ANDRES,CALLE 16 No. 28 - 23,7226224,estudiartecnico@hotmail.com,,PRIVADA,OMARRODRIGUEZ MONCADA,NO,,,,,,,,2020,11
3716,3770,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE TUNJA,9126,AMERICAN SCHOOL WAY,01186,830102217-0,15,BOYACÁ,15001,TUNJA,,CENTRO COMERCIAL VIVA TUNJA,AVENIDA UNIVERSITARIA No. 50-21 LOCAL 1B Y LOCAL 123,3004184995,jc.cardenas@americanschoolway.co,www.americanschoolway.edu.co,PRIVADA,JUAN CARLOSCARDENAS GOMEZ,NO,,,,,,,,2020,11
3717,4841,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE YOPAL,8686,INSTITUTO DE DESARROLLO HUMANO Y EDUCACIÓN PARA EL TRABAJO NUEVOS HORIZONTES,0272,844000721-4,85,CASANARE,85001,YOPAL,,,CALLE 11 4 75 INT 2,3112780840,fundacioneducar.financiera@gmail.com,,PRIVADA,MANUEL DE JESUSMENDEZ HERNANDEZ,NO,,,,,,,,2020,11
3718,3777,SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CAUCA,8767,INSTITUTO DE FORMACIÓN EMPRESARIAL COLOMBIANO - IFEC,00316,1061746312-8,19,CAUCA,19698,SANTANDER DE QUILICHAO,,CENTRO,CARRERA 8 No. 3-63,317 437 19 44,andresanayaerazo@hotmail.com,,PRIVADA,LUDVYN HERNÁNERAZO FOLLECO,NO,,,,,,,,2020,11
3719,3798,SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL NARIÑO,5033,CEINFOS,3610,98345360,52,NARIÑO,52323,GUALMATÁN,,,I.E. PROMOCION SOCIAL,7292972,pemp2009@yahoo.es,,PRIVADA,PABLOMUÑOZ,NO,,,,,,,,2020,11
3720,4910,SECRETARÍA DE EDUCACIÓN DISTRITO CARTAGENA,7075,MONTE SINAI,0064,9006388980,13,BOLÍVAR,13001,CARTAGENA,,EL PRADO,Crra 33 N°22-063 Edificio Cotratelcar,6621979,direccion@montesinai.edu.co,www.montesinai.edu.co,PRIVADA,JUDITH DE LAS MERCEDESFERRER MONTENEGRO,SI,20.064-1,NTC 5555,CELAC,PRIMERA VEZ,01/27/2018 12:00:00 AM,,,2020,11
3721,3794,SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL MAGDALENA,9574,CENTRO PARA LA REGIONALIZACIÓN DE LA EDUCACIÓN Y LAS OPORTUNIDADES CREO DE LA UNIVERSIDAD DEL MAGDALENA,1243,891780111-8,47,MAGDALENA,47288,FUNDACIÓN,,,CALLE 7 CARRERA 5TA ESQUINA,4381000,creo@unimagdalena.edu.co,,OFICIAL,WILSON VELASQUEZ BASTIDAS,NO,,,,,,,,2020,11
3722,3774,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE MANIZALES,7427,GRUPO FORMARTE S.A.S,163,830515061-1,17,CALDAS,17001,MANIZALES,,SAN JORGE,CARRERA 23 N° 48-25 LOCAL 6 Y 7,8933292,direccionmanizales@grupoformarte.edu.co,www.formarte.edu.co,PRIVADA,MAURICIOGARCÍA GRAJALES,NO,,,,,,,,2020,11
3723,3791,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE NEIVA,8539,"CENTRO DE ENSEÑANZA DE IDIOMAS "" KOE""",1336,900325094-2,41,HUILA,41001,NEIVA,,QUIRINAL,CALLE 18 # 5-103,8750011,isabel.parra@koe.la,www.koe.com.co,PRIVADA,JESSICAORTIZ GUTIERREZ,NO,,,,,,,,2020,11
3724,3766,SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ,9338,INSTITUCION DE EDUCACION PARA EL TRABAJO Y EL DESARROLLO HUMANO  ACADEMIA DE BELLEZA LADY DY,06-025,900908941-4,11,BOGOTÁ D.C.,11001,BOGOTÁ,TUNJUELITO,VENECIA,DIAGONAL 46 SUR No. 53-15- PISO 2 Y 3,8119705,academialadydi@gmail.com,,PRIVADA,RICARDO URREGO PUENTES,NO,,,,,,,,2020,11
3725,3761,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE ENVIGADO,538,UNIVERSIDAD COOPERATIVA DE COLOMBIA,1815,860029924-7,5,ANTIOQUIA,5266,ENVIGADO,,ALCALA,CARRERA 47 Nº 37 SUR -18,2706466 EXT 236,maria.perez@ucc.edu.co,www.ucc.edu.co,PRIVADA,MARIA LEONISAPEREZ SOTO,NO,,,,,,,,2020,11
